Deal Name,Company name,Address,google_places_id,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Error?,place_id_verification,match_status,match_confidence,match_method,verified_place_id,match_notes
Evil Twin Brewing (Ridgewood),Evil Twin Brewing,"43 Main St, Brooklyn, NY 11201",ChIJ-04l4vBbwokRHxrsv5Pf9kQ,NYC,,Corrected: Evil Twin Brewing NYC - DUMBO (conf: 0.82),MATCHED,1.0,verified_place_id,,Matched to DB row 214
Dear Strangers,Dear Strangers,"147 W 4th St, New York, NY 10012",ChIJY9Lf7W9ZwokR9G-2TSrck04,NYC,,Valid: Dear Strangers (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 178
Evil Twin Brewing (Dumbo),Evil Twin Brewing,"43 Main St, Brooklyn, NY 11201",ChIJ-04l4vBbwokRHxrsv5Pf9kQ,NYC,,Valid: Evil Twin Brewing NYC - DUMBO (conf: 1.00),MATCHED,0.8675,high_similarity,,Matched to DB row 215
The Rutherford,Avenida,"PENN 1, 1 Pennsylvania Plaza, New York, NY 10119",ChIJ_SRPqI1ZwokRcBVTMGsnBLE,NYC,,Invalid: Name match (1.00),NO_MATCH,0.0,,,No confident match found
The Rutherford,Rutherford,"PENN 1, 1 Pennsylvania Plaza, New York, NY 10119",ChIJ_SRPqI1ZwokRcBVTMGsnBLE,NYC,,Invalid: Name match (1.00),NO_MATCH,0.0,,,No confident match found
Avenida,Avenida,"PENN 1, 1 Pennsylvania Plaza, New York, NY 10119",ChIJM8DJ2k1ZwokRcmw3Vm5HuiU,NYC,,Corrected: Avenida (conf: 0.89),NO_MATCH,0.0,,,No candidates passed pre-filtering
Hellbender Nighttime Cafe,Hellbender Nighttime Cafe,"68-22 Forest Ave, Queens, NY 11385",ChIJG4RMPa1dwokRBET-URZXZJU,NYC,,Valid: Hellbender (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 281
Goldie’s Tavern,Goldie’s Tavern,"3503 Ditmars Blvd, Astoria, NY 11105",ChIJN4XOxR9fwokRwc1yIqFQdT8,NYC,,Corrected: BLVD Astoria (conf: 0.62),NO_MATCH,0.0,,,No confident match found
Rolo's,Rolo's,"853 Onderdonk Ave, Ridgewood, NY 11385",ChIJWUhoPQhdwokRYsDwo5qMnMU,NYC,,Valid: Rolo’s (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 564
Good Bar,Good Bar,"98 Meserole Ave, Brooklyn, NY 11222",ChIJYaebsEZZwokRdaBnC6WMr5A,NYC,,Valid: Good Room (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 258
Peck Slip Social- New Deal,Peck Slip Social,"36 Peck Slip, New York, NY 10038",ChIJLX5S9ZpbwokRuhbbCZkqI2Y,NYC,,Valid: Peck Slip Social (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 522
Vineapple,Vineapple,"71 Pineapple St, Brooklyn, NY 11201",ChIJkdevwDdawokR0j_3ECiQ8rE,NYC,,Valid: Vineapple (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 790
Lillian's,Lillian's,"247 Congress Street
Charleston, SC 29403",ChIJAzlh7I17_ogRfARqVvn4emA,CHS,,Invalid: Address match (0.92),MATCHED,1.0,verified_place_id,,Matched to DB row 380
The Pass,The Pass,"207-A St Philip St, Charleston, SC 29403",ChIJ-a0VOdp7_ogRE9Ems6Nte18,CHS,,Valid: The Pass (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 726
Huriyali Gardens (Downtown),Huriyali Gardens - Downtown,"401 Huger St, Charleston, SC 29403",ChIJjczF2lp6_ogRBub6Bfc8OkU,CHS,,Valid: Huriyali Gardens (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 291
Mile End Delicatessen,Mile End Delicatessen,"97 Hoyt St, Brooklyn, NY 11217",ChIJLb9vlE1awokRL4Ume5zpejQ,NYC,,Valid: Mile End Delicatessen (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 448
PDA Pizza,PDA Pizza,"669 Union St, Brooklyn, NY 11215",ChIJY3JoJx1bwokRm1F_KUvbR64,NYC,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to DB row 543
Ritual,Ritual,"145 Calhoun Street Unit 301, Charleston, SC",ChIJvYvaPpx7_ogRkQiTHeW2cBE,CHS,,Corrected: Ritual Nightclub (conf: 0.66),MATCHED,1.0,high_similarity,,Matched to DB row 558
Il Corallo Trattoria,II Corallo Trattoria,"176 Prince St, New York, NY 10012",ChIJZ75-yI1ZwokR82kXXJvniwo,NYC,,Valid: Il Corallo Trattoria (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 296
Momoya Soho- New Deal,Happy Tuna,"380 Lexington Ave, New York, NY 10168",ChIJ4Rw7sVhZwokRJuSZSI0jb4A,NYC,,Valid: Momoya SoHo (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 465
Momoya Soho- New Deal,An | Japanese Restaurant,"427 Amsterdam Ave, New York, NY 10024",ChIJ4Rw7sVhZwokRJuSZSI0jb4A,NYC,,Valid: Momoya SoHo (conf: 0.60),MATCHED,0.95,claude_verified,,Matched to DB row 466
Debajo,Debajo,"44 W 29th St, New York, NY 10001",ChIJoxar_y9ZwokRIM6a4HXsuo4,NYC,,Valid: Debajo (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 179
ZOË,ZOË Cocktail Bar & Bites,"579 Howard St., SF, CA 94105",ChIJl1L3AAqBhYARfrEds4G_pEU,SF,,Invalid: Partial address match (0.78),MATCHED,1.0,verified_place_id,,Matched to DB row 809
Ferdi,Ferdi," 15 7th Ave S, New York, NY 10014",ChIJoTTiRY1ZwokRn9SpxgNIx7M,NYC,,Valid: Ferdi (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 222
Stone Park Cafe,Stone Park Cafe, 324 5TH AVENUE BROOKLYN,ChIJF6deL_5awokRh2ohKTMG2HE,NYC,,Valid: Stone Park Cafe (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 630
Huriyali Riverland,Huriyali Riverland,"2016 WAPPOO DR
Charleston SC 29412",ChIJX3X_Fgx5_ogRclV0AGOOGtA,CHS,,Valid: Huriyali Riverland (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 292
Beer Street,Beer Street,"550 Vanderbilt Ave, Brooklyn, NY 11238",ChIJEVFkpFtbwokR5ItXs2oJnvk,NYC,,Valid: Beer Street South (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 67
Hearty and Healthy,Hearty and Healthy,"103 1st Ave., New York, NY 10003",ChIJZZe0gltZwokRcGgGUjceM_4,NYC,,Valid: Hearty & Healthy (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 277
Ella Funt,Ella Funt,"78-80 E 4th St, New York, NY 10003",ChIJoVcSWWFZwokRjbNOZGOxroo,NYC,,Valid: Ella Funt (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 201
Greenwood Park,Greenwood Park,555 7th Ave Brooklyn,ChIJNTec2OBawokRUv0YTg7oX-E,NYC,,Valid: Greenwood Park (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 265
Fred's Dog House,Fred's Dog House,"354 Grand St, Brooklyn, NY 11211",ChIJEcTXd2NZwokRgVij9B5UW0A,NYC,,Valid: Fred's Dog House (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 245
Thief NYC,Thief NYC,"595 Union Ave, Brooklyn, NY 11211",ChIJQwVjADNZwokRaaCi0RuPzWE,NTC,,Valid: Thief (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 744
Randolph Beer,Randolph Beer,"82 Prospect St, Brooklyn, NY 11201",ChIJix9FO6lbwokRkZyFzr3vOeg,NYC,,Valid: Randolph Beer (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 553
Little Dipper,Little Dipper,"135 W 30th St, New York, NY 10001",ChIJWXeePgBZwokRjyCUzI8-NjE,NYC,,Valid: Little Dipper (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 384
Spicy Moon East Village,Spicy Moon,"232 8th Ave, New York, NY 10011",ChIJ7x3Pe11ZwokRLpfe6va9dqs,NYC,,Valid: Spicy Moon East Village (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 617
The Little Pig,The Little Pig,"497 Atlantic Ave, Brooklyn",ChIJF2grHfFbwokRMJul5yRY4cw,NYC,,Valid: The Little Pig (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 715
Dalila's,Dalila's,"441 Meeting St Suite F, Charleston, SC 29403",ChIJNXJ234B7_ogRva6P1mgPOw0,CHS,,Valid: Dalila's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 173
Pineapple Club,Pineapple Club,"509 E 6th St, New York, NY 10009",ChIJUwJYwU9ZwokR-c64nryhInI,NYC,,Valid: Pineapple Club (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 530
Alma Negra,Alma Negra,"494 4TH AVE, BROOKLYN, New York 11215
",ChIJjzh0ftJbwokRIFioM_VxHNQ,NYC,,Valid: Alma Negra (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 21
Tabaré (Williamsburg),Tabaré,"1006 Flushing Ave, Brooklyn, NY 11237",ChIJ_Xt15F9ZwokRUWuI3cz_VHM,NYC,,Corrected: Tabare Williamsburg (conf: 0.78),MATCHED,1.0,verified_place_id,,Matched to DB row 649
Bee's Knees & Honey Lounge,Bee's Knees & Honey,65 N 7th St,ChIJ__96vgVZwokRgkcY1cmk_VM,NYC,,Valid: Bee's Knees & Honey Lounge (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 68
Marseille,MARSEILLE,630 9th Ave,ChIJDf7etFNYwokR_b7pJ_D2_dM,NYC,,Valid: Marseille (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 436
Marseille,Chef Driven Hospitality,630 Ninth Avenue,ChIJDf7etFNYwokR_b7pJ_D2_dM,NYC,,Valid: Marseille (conf: 0.80),NO_MATCH,0.0,,,No confident match found
TALEA Beer Co. - West Village,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJd5DfLnNZwokRRnTNeWXMEZ4,NYC,,Valid: Talea Beer Co. West Village (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 674
TALEA Beer Co. - Williamsburg,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJ5TvP21FZwokRLFjbliEhRUc,NYC,,Invalid: Name match (0.94),MATCHED,1.0,verified_place_id,,Matched to DB row 675
TALEA Beer Co. - Cobble Hill,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJ8YhauntZwokRzw7MOoKb1-I,NYC,,Corrected: Talea Beer Co. Bryant Park (conf: 0.74),MATCHED,1.0,verified_place_id,,Matched to DB row 673
Kiwami,Kiwami,"141 Bridge Park Dr, Brooklyn, NY 11201",ChIJeb_vSCRbwokRVIzbficpCeQ,NYC,,Valid: Kiwami (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 333
TALEA Beer Co. - Bryant Park,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJ8YhauntZwokRzw7MOoKb1-I,NYC,,Valid: Talea Beer Co. Bryant Park (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Filé Gumbo Bar,Filé Gumbo Bar,"275 Church St, New York, NY 10013",ChIJTeT7fTxbwokRdPDRDrqWjyM,NYC,,Valid: Filé Gumbo Bar (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 226
Coleman Public House,Coleman Public House,"427 W Coleman Blvd, Mt Pleasant, SC 29464",ChIJ__n0Xvpw_ogRCHZKuExfVMk,CHS,,Valid: Coleman Public House (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 158
Bati,Bati,"1057 Fulton St, Brooklyn, NY 11238",ChIJYXEosLFbwokRZO204ZitA1Q,NYC,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to DB row 65
The Liberties,The Liberties,"998 Guerrero St., SF, CA 94110",ChIJXxwyPT5-j4ARMj_hNCaaXZA,SF,,Valid: The Liberties (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 714
Tacombi - Ft Greene,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,Corrected: Tacombi (conf: 0.74),NO_MATCH,0.0,,,No confident match found
Tacombi - Ft Greene,Tacombi (Parent Company),265 Bowery,ChIJtUqnIhpbwokRfgI3evXbj-g,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 658
Tacombi - Fulton Market,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,Corrected: Tacombi (conf: 0.70),NO_MATCH,0.0,,,No confident match found
Tacombi - Fulton Market,Tacombi (Parent Company),265 Bowery,ChIJY3zOPy8tDogR9JpAbCOy-Es,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 666
Tacombi - Flatiron,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJY-_fXKRZwokRx2b6VzH6su4,NYC,,Invalid: Partial address match (0.70),MATCHED,1.0,verified_place_id,,Matched to DB row 656
Tacombi - Flatiron,Tacombi (Parent Company),265 Bowery,ChIJY-_fXKRZwokRx2b6VzH6su4,NYC,,Invalid: Low confidence match,NO_MATCH,0.0,,,No confident match found
Tacombi - Bleeker,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,Corrected: Tacombi (conf: 0.76),NO_MATCH,0.0,,,No confident match found
Tacombi - Bleeker,Tacombi (Parent Company),265 Bowery,ChIJe0S8sZNZwokRAdgEV5COiNE,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 659
Tacombi - FiDi,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJCxsgff1bwokRt-khy5Okqpg,NYC,,Valid: Tacombi (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 655
Tacombi - FiDi,Tacombi (Parent Company),265 Bowery,ChIJCxsgff1bwokRt-khy5Okqpg,NYC,,Invalid: Partial name match (0.67),NO_MATCH,0.0,,,No confident match found
Tacombi -LIC,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,Corrected: Tacombi (conf: 0.84),NO_MATCH,0.0,,,No confident match found
Tacombi -LIC,Tacombi (Parent Company),265 Bowery,ChIJe0S8sZNZwokRAdgEV5COiNE,NYC,,Corrected: Tacombi (conf: 0.66),NO_MATCH,0.0,,,No confident match found
Tacombi - UWS,Tacombi (Parent Company),265 Bowery,ChIJS4_amZhZwokRI32P3NwpsRU,NYC,,Invalid: Partial name match (0.70),MATCHED,1.0,verified_place_id,,Matched to DB row 664
Tacombi - UWS,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJS4_amZhZwokRI32P3NwpsRU,NYC,,Valid: Tacombi (conf: 0.60),NO_MATCH,0.0,,,No confident match found
Tacombi -UES,Tacombi (Parent Company),265 Bowery,ChIJe0S8sZNZwokRAdgEV5COiNE,NYC,,Corrected: Tacombi (conf: 0.66),NO_MATCH,0.0,,,No confident match found
Tacombi -UES,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJRc_0nbJZwokRPKi2zXCpaaY,NYC,,Valid: Tacombi (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 663
Tacombi - Westbury,Tacombi (Parent Company),265 Bowery,ChIJO0AoGdKHwokRhGmV5GN8o-k,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 665
Tacombi - Westbury,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,Corrected: Tacombi (conf: 0.75),NO_MATCH,0.0,,,No confident match found
Tacombi - ESB,Tacombi (Parent Company),265 Bowery,ChIJTQeoA6lZwokRpXP-fGPn4oU,NYC,,Invalid: Partial name match (0.70),MATCHED,1.0,verified_place_id,,Matched to DB row 661
Tacombi - ESB,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJTQeoA6lZwokRpXP-fGPn4oU,NYC,,Valid: Tacombi (conf: 0.60),NO_MATCH,0.0,,,No confident match found
Tacombi - Williamsburg,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJITt5Kl5ZwokRO71zHAwXV2g,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 668
Tacombi - Williamsburg,Tacombi (Parent Company),265 Bowery,ChIJITt5Kl5ZwokRO71zHAwXV2g,NYC,,Invalid: Low confidence match,NO_MATCH,0.0,,,No confident match found
Tacombi - Wicker Park,Tacombi (Parent Company),265 Bowery,ChIJXzk9Gw3TD4gRt_-bxIe8jdE,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 667
Tacombi - Wicker Park,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,Corrected: Tacombi (conf: 0.72),NO_MATCH,0.0,,,No confident match found
Tacombi - Forest Hills,Tacombi (Parent Company),265 Bowery,ChIJWwL9DZdfwokR2NsMW_PCDxk,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 657
Tacombi - Forest Hills,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,Corrected: Tacombi (conf: 0.71),NO_MATCH,0.0,,,No confident match found
Other Half Brewing - 195 Centre Street,Other Half Brewing (Parent),"600 5th Ave, New York, 10020",ChIJ56J9GJFZwokRdJwuF-USZIs,NYC,,Corrected: Other Half Brewing - Rockefeller Center Taproom (conf: 0.76),NO_MATCH,0.0,,,No confident match found
Other Half Brewing - 195 Centre Street,Other Half Brewing (Centre St),195 Centre Street,ChIJyXHHyfZawokRm6SBxpOHUxY,NYC,,Valid: Other Half Brewing Company (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 498
Other Half Brewing - 34 River Street,Other Half Brewing (Parent),"600 5th Ave, New York, 10020",ChIJ56J9GJFZwokRdJwuF-USZIs,NYC,,Corrected: Other Half Brewing - Rockefeller Center Taproom (conf: 0.74),NO_MATCH,0.0,,,No confident match found
Other Half Brewing - 34 River Street,Other Half Brewing (34 River Street),195 Centre Street,ChIJyXHHyfZawokRm6SBxpOHUxY,NYC,,Corrected: Other Half Brewing Company (conf: 0.74),NO_MATCH,0.0,,,No confident match found
Maybank Public House,Maybank Public House,"1970 Maybank Hwy, Charleston, SC 29412",ChIJu1AjHF55_ogRJxqL6Y7C25M,CHS,,Valid: Maybank Public House (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 438
Padoca Bakery (Lenox Hill),Padoca Bakery,"210 E 67th St, New York, NY 10065",ChIJwc5zFsJYwokRk4HHVMtS74A,NYC,,Valid: Padoca Bakery + Cakes (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 505
Tabaré (Bushwick)- New Deal,Tabaré,"1006 Flushing Ave, Brooklyn, NY 11237",ChIJ80WOzERdwokRXjGSASkDZxk,NYC,,Valid: Tabaré Bushwick (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 648
Alora (SF),Alora,"Pier 3, Hornblower landing, San Francisco, CA 94105",ChIJ20bNEACBhYARtsTcSrSPFdU,SF,,Invalid: Address match (0.92),MATCHED,1.0,verified_place_id,,Matched to DB row 23
Emblem,Emblem BK,"187 Graham Ave, Brooklyn, NY 11206",ChIJ__-zvv1bwokRq7XrbriPQZQ,NYC,,Valid: Emblem (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 204
Birdee,kenthg.com,316 Kent Ave. Brooklyn NY 11249,ChIJJbmnn01ZwokRRBmMCKIY8K8,NYC,,Valid: Birdee (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 79
Birdee,Birdee,316 Kent Ave. Brooklyn NY 11249,ChIJJbmnn01ZwokRRBmMCKIY8K8,NYC,,Valid: Birdee (conf: 1.00),NO_MATCH,0.0,,,No candidates passed pre-filtering
Komaaaj,Komaaj,"20 29th St, San Francisco, CA 94110",ChIJVVXlLPh2hYAR20ALCmb9rC8,SF,,Invalid: Address match (0.91),MATCHED,1.0,verified_place_id,,Matched to DB row 335
Puttery - Museum,Puttery,"446 W 14th St, New York, NY. 10014.",ChIJUxpywGVZwokRIvAIwd-hcrc,NYC,,Valid: Puttery (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 730
Puttery Lodge,Puttery,"446 W 14th St, New York, NY. 10014.",ChIJUxpywGVZwokRIvAIwd-hcrc,NYC,,Valid: Puttery (conf: 0.60),NO_MATCH,0.0,,,No candidates passed pre-filtering
Pastai,Pastai,"186 9th Ave, New York, NY 10011",ChIJ81V-dblZwokRsTrQH6-BzCk,NYC,,Invalid: Address match (0.94),MATCHED,1.0,high_similarity,,Matched to DB row 518
Bomba Cocktail Bar,Puttery,"446 W 14th St, New York, NY. 10014.",ChIJ5eA3-JNZwokRm6MvNct6Hjw,NYC,,Corrected: Bomba (conf: 0.71),NO_MATCH,0.0,,,No confident match found
Rory's Rooftop,Puttery,"446 W 14th St, New York, NY. 10014.",ChIJ8cV4ZrNZwokRmXum9urdUpg,NYC,,Valid: Rory's Rooftop (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Accidental Bar,Accidental Bar,"98 Loisaida Ave, New York, NY 10009",ChIJUeg8neFZwokRjTD4oCwTPGk,NYC,,Valid: Accidental Bar (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 8
Spicy Moon (West Village),Spicy Moon,"232 8th Ave, New York, NY 10011",ChIJZRP3DW9ZwokR6NnJ9PaMZxI,NYC,,Valid: Spicy Moon West Village (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 618
Spicy Moon - Bowery,Spicy Moon,"232 8th Ave, New York, NY 10011",ChIJAb8jiJZZwokROX7aeBYf2I4,NYC,,Valid: Spicy Moon Bowery (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 619
Spicy Moon - Chelsea,Spicy Moon,"232 8th Ave, New York, NY 10011",ChIJJbctbLdZwokRUbBIho1wN8g,NYC,,Valid: Spicy Moon Chelsea (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 616
Saturn Road,Saturn Road,"276 Court St, Brooklyn, NY 11231",ChIJN_uyy55bwokRzVyFQ6MUTZs,NYC,,Valid: Saturn Road (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 588
Kjun,Kjun,"154 E 39th St, New York, NY 10016",ChIJ7xJ4Rw9ZwokRhQQ-WKtoJFg,NYC,,Valid: KJUN (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Bar Boulud,Bar Boulud,1900 Broadway,ChIJG8Pwm_VYwokRtPc8Rwrhdpg,NYC,,Valid: Bar Boulud (conf: 0.80),MATCHED,1.0,high_similarity,,Matched to DB row 119
Le Gratin,Le Gratin,5 Beekman Street,ChIJj4fN7HBbwokRCB5xca3KF1E,NYC,,Valid: Le Gratin (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 366
La Pavillon,La Pavillon,318 Park Ave s,ChIJjcAJd-tZwokRJ0GkkJ2Urp0,NYC,,Invalid: Name match (0.91),MATCHED,1.0,verified_place_id,,Matched to DB row 370
Café Boulud,Café Boulud,100 E 63rd St,ChIJCcAxi5RYwokRdUqdw5_FHIk,NYC,,Valid: Café Boulud (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
La Tete D'Or,La Tete D'Or,318 park ave south,ChIJsTUVzgBZwokRkUIgGFl_RJc,NYC,,Valid: La Tête d'Or by Daniel (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 357
Speedy Romeo,Speedy Romeo,"376 Classon Ave, Brooklyn, NY 11238",ChIJOTob_r1bwokRtUoNNbcmw_g,NYC,,Valid: Speedy Romeo (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 615
Nabila's,Nabila's,"248 Court Street, Brooklyn, NY, 11201",ChIJcb-HMTlbwokRlwa32aP_wew,NYC,,Valid: Nabila's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 475
Artesano Peruvian Cuisine,Artesano Peruvian Cuisine,"90 Chambers St, New York, NY 10007",ChIJv3vgwFZbwokRwP07bRgRYdM,NYC,,Invalid: Address match (0.85),MATCHED,1.0,verified_place_id,,Matched to DB row 37
Thursday Kitchen,Thursday Kitchen," 424 E 9th St, New York, NY 10009",ChIJVyFicJ1ZwokR2oIygOmovWw,NYC,,Valid: Thursday Kitchen (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 748
Coffee Bar by The Refuge Isle of Palms,The Refuge,,ChIJ7TpSoTJz_ogRYDJ42AYrARo,CHS,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 157
Sereneco Cafe,Sereneco,113 Franklin St,ChIJH_-tMGlZwokRqIqHR22D-zU,NYC,,Valid: Sereneco (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 595
Lillian's - Market & Cafe,Lillian's Market & Cafe,205 Main Street,ChIJMX7c-EyzwIkRdpy3dZklcbE,CHS,,Invalid: Name match (0.89),NO_MATCH,0.0,,,No confident match found
Criollas West Village,Criollas | Baked Empanadas ,"333 6th Ave, New York, NY 10014",ChIJZ-5Z2OtZwokR5QGPIp0IJVE,NYC,,Valid: Criollas | Baked Empanadas - West Village (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Criollas | Hells Kitchen,Criollas | Baked Empanadas ,"333 6th Ave, New York, NY 10014",ChIJjUWl9U9ZwokRqu0xrtIv_4M,NYC,,Invalid: Partial address match (0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 166
Brass,Brass,,ChIJ81FEDgBZwokR6hAwPtR8c-o,NYC,,Invalid: Name match (1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 103
The Tusk Bar,The Tusk Bar,"7 E 27th St, New York, NY 10016",ChIJybhcanBZwokRMhTRdNByp3Q,NYC,,Valid: The Tusk Bar (conf: 0.80),MATCHED,1.0,high_similarity,,Matched to DB row 742
Winner Bakery,Winner / Runner Up,367 7th Avenue,ChIJg8UZJyNbwokR0-LkfR8MPJQ,NYC,,Valid: WINNER (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Caffe Sport,Caffe Sport,"574 Green Street San Francisco, CA 94113",ChIJB60QZ_GAhYARnFPG-x5vDxE,SF,,Valid: Caffé Sport (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 124
Peasant,Peasant,"194 Elizabeth St, New York, NY 10012",ChIJ0XJEBIZZwokR3iPgClK9uEg,NYC,,Valid: Peasant (conf: 1.00),NO_MATCH,0.0,,,No confident match found
MOKYO,MOKYO,"109 St Marks Pl, New York, NY 10009",ChIJHxQBcypZwokR7-D3oe4V6Go,NYC,,Valid: Mokyo (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 462
Tacos 1986 West Village,Tacos 1986 West Village,"164 West 4th Street New York, NY 10014",ChIJG4KjIzNZwokRoNPsES4eqaA,NYC,,Valid: Tacos 1986 West Village (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 459
